,대여소번호,일별평균이용량,교육시설_sum,근린생활시설_sum,문화시설_sum,숙박시설_sum,업무시설_sum,의료시설_sum,주거시설_sum,판매시설_sum,공원_distance,대학교_distance,지하철_distance,버스_distance,경사도_mean,거주인구,도로길이
28,114.0,168.92739726027398,0.0,26235.44,0.0,0.0,63681.32,0.0,915.35,33340.57,130.613576910885,712.593567831727,85.90353133923229,53.30924398333071,1.25,17583,869.2219715778759
29,2177.0,200.17671232876708,0.0,16888.98,0.0,0.0,0.0,0.0,5579.43,0.0,213.511503163799,4051.08341250183,38.762114232072705,34.2283580069132,0.5,37072,1492.92644292024
30,421.0,138.1917808219178,1409.53,0.0,0.0,0.0,56812.8,0.0,0.0,1702.96,83.4753657358221,2511.7944944628102,326.537535483605,33.8790450013485,1.0,21620,293.222165227844
31,284.0,159.2972602739726,0.0,10009.63,0.0,1839.24,31807.12,0.0,11219.01,340913.78,371.796279226084,3634.97680575813,557.664153346262,76.4112441147705,0.5,36181,712.416704033911
32,602.0,168.3095890410959,5553.49,34029.74,0.0,0.0,2523.05,0.0,77228.78,41754.25,131.850943004757,1764.4402122933602,1332.85711634114,72.9159635760014,0.0,35542,762.502525464443
33,1153.0,206.6849315068493,0.0,28574.54,0.0,0.0,0.0,0.0,0.0,0.0,55.8850692955616,1031.6267218039,51.3400128077122,55.951688107334995,0.0,76481,888.529929247047
34,1158.0,179.54520547945202,11990.36,2649.38,0.0,0.0,40387.85,0.0,25510.46,0.0,204.063566384344,1381.4176830560098,50.56321495814589,87.9090348999707,0.5,41901,509.36201780312797
35,3518.0,136.43013698630136,0.0,24861.7,0.0,7305.38,5014.82,0.0,2444.9,0.0,433.529183621624,681.382600342253,45.695345177441,27.2027955382063,0.5,40162,889.250053744995
36,232.0,150.36438356164385,0.0,1473.2,0.0,0.0,9765.72,0.0,35171.73,0.0,262.959489092675,3305.9792318254304,722.957382998801,89.29458695845129,0.0,11045,907.2076166008569
37,144.0,155.4315068493151,0.0,362.16,0.0,0.0,89893.36,0.0,0.0,0.0,564.436214147247,314.068052514128,54.1779810708589,18.6625880885615,1.5,55088,820.0332576673641
38,567.0,129.22739726027396,0.0,17591.6,0.0,0.0,60342.04,0.0,0.0,4013.78,168.048782887129,1665.98510445117,99.1621591062042,72.8615832922926,0.0,5813,764.479499153654
39,509.0,148.9054794520548,2949.27,2388.78,0.0,0.0,0.0,0.0,3416.58,99474.72,374.04789181932296,1938.57416703002,622.768122157682,66.9453802285275,0.0,16407,451.84342774885994
40,259.0,140.03561643835616,2972.85,11728.67,0.0,0.0,0.0,0.0,12069.15,0.0,513.893329543487,2900.78456470047,48.354558773147296,7.38250583554752,1.0,30828,848.168453277471
41,500.0,129.9095890410959,0.0,10605.73,0.0,0.0,25894.43,0.0,7199.59,0.0,92.1988251304101,409.117382896183,110.188995080014,72.88810771881941,2.0,39611,967.415997723519
42,3534.0,123.76027397260277,0.0,43744.69,4697.48,1322.4,24945.96,0.0,8559.25,1762.88,138.168387585321,694.618323410554,103.918666871182,127.077330048436,0.0,29555,1241.8813482548
43,703.0,165.05753424657533,3240.04,154245.84,0.0,0.0,0.0,0.0,7927.82,5848.24,193.52775308446098,2697.35946363818,59.616940057750995,51.46451365284351,0.5,15656,683.20493048192
44,1209.0,162.8958904109589,0.0,25155.85,0.0,0.0,0.0,0.0,35835.43,0.0,282.727943317667,2382.59139077882,48.0270744017551,223.312115329786,0.0,18131,380.25673898862
45,358.0,113.37808219178082,3448.08,20419.01,0.0,0.0,10285.32,0.0,13974.86,0.0,305.527980372662,584.979231060103,292.841027355521,31.7044173592453,1.5,11957,1363.5661362916699
46,1961.0,146.12328767123287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305934.25,277.916419966441,2262.23685601065,58.94429217503679,84.3356114886125,0.5,35344,130.97810741380698
47,222.0,1112.5,0.0,0.0,0.0,0.0,0.0,0.0,124172.52,0.0,163.924822962021,2371.287220572,720.748550144371,20.2804696316744,0.5,15710,198.54934786863498
48,525.0,133.84794520547942,0.0,11313.87,0.0,0.0,0.0,0.0,1626.48,0.0,70.4122461471268,191.752797771924,424.62194459088,47.4370808866679,4.6,16847,714.3025772107691
49,2002.0,160.7027397260274,0.0,10235.33,0.0,0.0,991.0,0.0,35981.14,0.0,152.79079435711,1008.14653099275,66.7413231822068,32.1946233594693,2.5,16412,521.492351815907
50,211.0,128.813698630137,0.0,19350.49,0.0,0.0,97026.18,0.0,0.0,0.0,454.931017856277,3083.17761160716,77.76835738282371,86.42724420382099,0.0,15710,405.358275754632
51,1295.0,153.54794520547946,0.0,0.0,0.0,0.0,0.0,0.0,243460.86,0.0,266.243979823492,2795.4469241933302,170.631857228434,73.7621203949553,0.33333333333333304,24052,314.19741201525
52,589.0,143.16849315068492,0.0,12816.46,0.0,3177.53,23416.12,0.0,0.0,4013.78,227.841708374762,1683.6171818018302,77.24509407130259,49.8319437172637,0.0,5813,826.0466538454609
53,3509.0,867.6224489795917,27194.57,1759.15,0.0,0.0,0.0,0.0,10141.7,0.0,114.81515854032499,51.16290093735479,613.421712397476,4.96359431837857,1.2,12977,666.876734456814
54,623.0,90.85342465753423,0.0,13307.85,0.0,0.0,0.0,0.0,17166.47,0.0,88.4530819029789,309.536878489294,719.267624017211,42.0089315644602,2.6,23123,1071.54018053416
55,592.0,103.11917808219177,52286.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.694113698996,97.7684845464957,668.443621907643,414.85656710428594,2.0,19541,0.0
56,419.0,123.14109589041095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.052715341363,2474.99220863417,123.96543054941799,119.719150748757,1.33333333333333,21620,515.96814884074
57,2622.0,161.2041095890411,0.0,1724.0,0.0,0.0,0.0,0.0,11002.456,26169.67,736.103582082501,370.59832529031195,30.182949992526197,41.0429205109519,0.5,8350,191.26214018679298
58,415.0,109.87397260273971,0.0,1530.51,0.0,0.0,62156.97,0.0,7975.95,0.0,231.38449784960702,2302.38540442482,332.727580011359,87.4807800496554,0.5,16382,604.26437888862
59,361.0,132.06712328767122,0.0,21033.05,0.0,0.0,45681.22,0.0,78476.15,0.0,217.572091613956,1067.52831299305,82.3691158938492,98.5194003666345,0.7142857142857142,10888,918.33527419929
60,568.0,136.53424657534248,0.0,1740.95,0.0,0.0,5550.42,0.0,46858.94,0.0,109.514966501811,1662.74675505483,484.747239847325,24.814133316631104,2.0,44591,996.798466439334
61,107.0,132.53013698630136,0.0,17752.345,0.0,18410.72,26879.66,0.0,12756.65,0.0,229.41659356432203,987.672312028859,608.746035290565,21.6923743399951,0.0,27324,766.6743531703
62,512.0,132.8794520547945,0.0,11462.4,0.0,0.0,9881.46,0.0,6304.17,0.0,175.569301745023,819.1165400126131,258.621065116126,116.324659398174,0.5,7032,894.3831748362179
63,1009.0,149.7068493150685,0.0,27634.77,0.0,0.0,24287.79,0.0,161.95,0.0,176.724252440376,2205.06225745659,63.70731541559,145.884845800697,0.5,35529,645.195823986241
64,311.0,108.36986301369863,4416.42,0.0,0.0,0.0,88229.24,0.0,0.0,0.0,121.960259278168,974.243436636985,212.626642702248,60.27822526621821,0.75,3704,456.025636753439
65,646.0,147.28082191780825,0.0,13860.94,0.0,2155.55,70681.7,0.0,0.0,0.0,160.591574255414,1176.7064786347698,52.132920631785794,109.247449061843,0.5,26025,793.897068931865
66,212.0,86.43013698630136,0.0,0.0,0.0,0.0,41608.06,0.0,12708.82,11009.62,491.994733523713,3224.0724929845696,70.69985810780291,106.254907463421,0.0,15710,398.36556256122003
67,228.0,150.2219178082192,3621.42,25215.43,0.0,9317.87,12639.58,0.0,16102.64,0.0,318.082060473629,3077.16163756005,99.662636858069,34.863779258796704,0.5,13280,982.8373168662939
68,409.0,121.08356164383562,97224.14,0.0,0.0,0.0,152569.07,0.0,11233.29,0.0,422.585236068111,3007.7905697692,591.90102103781,67.7890208908551,1.0,16382,189.17302301421398
69,262.0,129.52328767123288,12804.48,22396.59,0.0,0.0,74503.03,0.0,0.0,0.0,93.9323981765023,2872.51766788667,540.458543814428,92.0352570290732,0.5,17300,639.108325356095
70,383.0,108.03835616438356,4007.18,17088.57,0.0,1989.17,25419.8,0.0,694.91,2017.99,245.494049526564,1671.09769285986,125.928476207322,169.036135760137,0.5,10281,912.34902132086
71,634.0,126.4876712328767,29496.2,15110.46,0.0,0.0,470.41,0.0,4892.06,0.0,422.34694832189905,206.161844339277,328.482600070421,48.4532940603028,1.5,12333,808.0647692307609
72,154.0,124.17671232876712,1768.6,15479.27,4198.41,0.0,1037.57,0.0,30156.889,1800.1,293.147031427106,2115.6841786681603,346.13836395657603,41.176475203809,2.0,20616,991.807263529303
73,2173.0,147.99315068493152,0.0,27614.39,0.0,0.0,10615.91,0.0,7009.77,0.0,193.307211616002,2741.53715922025,647.156519164719,41.729548292227705,1.5,30615,1027.2019917469502
74,704.0,136.47260273972606,18268.78,12968.77,2971.78,0.0,3660.7,0.0,16306.53,0.0,269.919237696753,2523.41244215856,311.99883925132,73.8881212828091,0.0,42387,651.606938571645
75,1050.0,147.72602739726028,0.0,24665.82,0.0,0.0,0.0,0.0,25375.2,0.0,303.214361015573,881.247096432323,136.952554229555,49.09367598707729,1.0,11969,499.84562412172403
76,1608.0,155.41232876712328,0.0,11568.23,0.0,0.0,4785.48,0.0,32243.773999999998,0.0,145.180455801489,919.4207561565581,97.5862931001872,16.9496593765992,1.0,19215,542.519796500008
77,117.0,138.7342465753425,0.0,11071.72,0.0,0.0,0.0,0.0,24269.04,0.0,159.585063253864,678.13255038292,314.905913987908,79.156148617639,1.8333333333333302,41783,1099.20817252389
78,914.0,137.8082191780822,0.0,4625.25,0.0,0.0,0.0,0.0,23220.43,2927.99,475.260416172015,1114.73636432041,39.0102566708025,40.729043226170795,2.75,21326,1124.52542678498
79,128.0,99.37397260273971,0.0,22085.22,0.0,14669.0,8804.95,0.0,346.74,76618.91,161.838347277041,578.088017534593,63.25514939144529,44.949699571184205,3.6666666666666696,44435,1070.92497708401
80,585.0,121.7164383561644,0.0,15353.64,0.0,0.0,2909.02,0.0,19020.521,0.0,27.445145159682102,1967.6934483557397,863.720815760149,49.91136889424379,0.0,7724,1351.0206414420697
81,418.0,132.93561643835616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.991701664257,2385.31186253347,134.935716117731,173.533514695099,1.16666666666667,21620,147.11442509534402
82,513.0,118.03835616438356,0.0,14450.43,0.0,0.0,0.0,0.0,3460.18,0.0,254.702244021572,1161.80751788093,236.41873981805801,54.5098304826954,0.0,12845,983.743320951873
83,126.0,97.30547945205481,54283.48,4242.28,0.0,0.0,712.26,0.0,8776.01,0.0,182.654012485015,315.298269912539,332.514265780317,19.251493733849898,4.625,9624,722.608774676763
84,3511.0,149.71369863013697,769.96,2557.51,0.0,0.0,0.0,0.0,981.26,0.0,282.271132500456,990.786863457518,153.094468961857,73.6424416072189,2.4,7593,453.823984640373
85,146.0,126.01780821917808,0.0,22848.45,0.0,0.0,82975.11,0.0,120641.28,0.0,85.6697676348047,380.565338009815,41.2906696673198,32.499881891617996,1.0,21897,445.682687155941
86,175.0,114.55205479452054,0.0,4108.93,0.0,0.0,0.0,0.0,17032.04,0.0,142.548135741021,714.545046468759,1670.6321837549401,33.8131413100563,4.0,34360,1282.33975264268
87,1212.0,108.82876712328769,14620.87,1395.23,0.0,0.0,2348.29,0.0,6031.91,0.0,229.527776275001,2758.9229179562103,68.6750559229946,22.6873541595002,1.0,23422,634.734780817231
88,342.0,106.64109589041095,17349.66,7881.63,2916.75,0.0,2618.53,8907.55,2239.17,0.0,56.4048460099767,121.154382315427,289.712426155507,127.320168432889,1.5,4439,512.1074940050939
89,103.0,108.23698630136988,0.0,22017.66,0.0,0.0,17284.28,0.0,17153.84,0.0,184.985191556427,1397.70967296046,144.504576402559,16.1600621573041,0.5,28989,835.105489259069
90,584.0,97.50136986301371,0.0,18046.02,0.0,0.0,3419.37,0.0,27717.75,385.08,86.9451400792646,356.205140616362,180.206775570472,114.121295635541,2.0,32518,1231.97935885599
91,1985.0,106.50136986301371,2537.6,4110.31,0.0,0.0,55056.221,0.0,25320.96,0.0,232.89433671090802,2173.49407230349,701.705294601905,103.870117413251,0.5,16777,634.035009607427
92,1625.0,135.0082191780822,0.0,6713.11,0.0,0.0,0.0,0.0,135847.89,0.0,82.4920893159952,1445.4547502959801,111.073269973002,63.3546207182675,1.0,19999,1189.43099201261
93,1268.0,503.2804232804233,0.0,0.0,989.63,0.0,0.0,0.0,0.0,0.0,279.374706225342,1490.0551445276099,189.05257325462102,94.20717170820281,0.5,18583,0.0
94,3508.0,88.94931506849316,0.0,19508.58,0.0,3712.69,29509.289,0.0,21213.92,0.0,204.357501671354,632.1042098208529,599.4931758428891,70.4415804514892,0.5,43731,1174.45656714818
95,1112.0,142.73287671232876,0.0,0.0,0.0,0.0,0.0,0.0,24428.8,0.0,586.636048976654,2528.2814311429,439.229796141132,181.06061320540798,0.5,22639,380.285097063686
96,1251.0,112.96849315068494,0.0,16100.45,0.0,0.0,12830.92,0.0,14362.84,0.0,203.99699518134997,2562.0204657419,87.97171139535351,187.619554283867,0.5,32748,783.660717574407
97,1044.0,137.17534246575343,0.0,13679.86,0.0,0.0,5404.4,1455.98,22759.27,63127.19,201.513355472462,3040.75317519941,23.8922660498956,8.40010668512977,0.5,48923,717.356668710084
98,551.0,115.57260273972601,3408.49,26933.54,0.0,732.11,7915.44,0.0,106647.48,0.0,135.206330211805,1374.58672519116,551.509134056465,58.1365350269524,0.666666666666667,15101,642.2735211661441
99,316.0,100.7849315068493,0.0,0.0,0.0,0.0,175921.61899999998,0.0,0.0,0.0,116.827814216224,691.540890908777,103.516146799937,38.0144868527733,0.5,3674,536.878988020267
100,1211.0,124.2,0.0,5395.1,0.0,0.0,20157.22,0.0,36051.66,0.0,267.73757272033697,2224.4640721702103,531.4113750563649,94.11360468548621,1.0,38399,600.549563988069
101,2620.0,127.79041095890409,2471.45,10789.25,0.0,0.0,14224.45,4921.19,8759.7,0.0,301.622915536002,1975.1106739413,690.7437060195759,40.2972287438084,1.0,30501,659.280019239555
102,1337.0,109.9835616438356,0.0,20281.14,0.0,811.55,43512.62,0.0,2746.07,0.0,220.823711685783,420.569149608421,257.124975914181,63.289415931774904,1.0,22547,878.971548073799
103,1019.0,120.49726027397259,9757.27,10563.79,0.0,430.57,7060.23,0.0,29501.09,0.0,222.882867236803,811.166548484585,560.097354547027,136.62892883675102,1.0,22310,825.018096707703
104,723.0,118.76986301369864,0.0,0.0,0.0,0.0,4945.78,0.0,0.0,47172.03,154.68877966048402,2703.05602128145,560.812595276219,96.46314034867609,0.0,15656,308.32143435980703
105,176.0,101.2054794520548,68959.44,5939.56,0.0,0.0,0.0,0.0,15986.31,0.0,141.991243506954,121.09549490038,1307.1614729774901,112.242536492976,2.5,28952,618.1092532032679
106,631.0,105.0054794520548,0.0,8434.48,0.0,0.0,13903.28,4293.13,29694.23,0.0,268.090542141208,1085.66185995773,203.294080115453,61.8038350518608,1.85714285714286,21998,1147.9924043255999
107,559.0,104.9082191780822,0.0,16990.81,0.0,0.0,0.0,1219.89,23531.65,0.0,154.770112939713,577.60145713433,95.79586080905159,16.591945504406098,1.0,7398,276.569019699835
108,182.0,118.24109589041096,0.0,1735.76,0.0,0.0,0.0,0.0,10087.2,0.0,155.324802097093,2024.7161086076999,811.031019343148,155.164432799506,2.0,21806,669.25608073961
109,151.0,114.73150684931507,0.0,14189.21,0.0,0.0,0.0,0.0,41613.962999999996,0.0,251.30923777116797,1866.9077991986603,400.52467156845904,51.3860921628071,0.0,11406,1162.03920975752
